CODI ESTRUCTURA Especie ALT COPA PIVI DRMA DEMA LUAR ANTR PRMO TROG ERRU PHOC TUTO TUME TUPH TUVI SYBO SYAT PHBO PHCO REGU REIG AECA PACR PAAT PAMA SIEU CEFA CEBR GAGL FRCO SECI LOCU PYRA EMCA G_m2_ha ALCDOM PEUSMHA RECHERB p_G_fina p_N_fina p_G_median p_N_median p_G_gruesa p_N_gruesa Dfina Dmedia Dgruesa DT SD_maderaFMG RECARBUSTIU TOTR TOTA GENR GENA SPER SPEA UBIR UBIA GRER GREA GRIR GRIA EXCR EXCA PARR PARA SOTR SOTA EDGR EDGA CORR CORA INHR INHA EXTR EXTA HOLR HOLA DHOR DHOA NLTR NLTA
188 PD29 PD Sylvestris 1350 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 2 1 0 0 0 1 0 31.7500856 24 31.831 20 16.3190184 35.46099291 65.64417178 54.81256332 18.03680982 9.625126646 350 541 95 987 223.7640126 60 6 9 2 3 4 6 0 0 1 2 1 2 0 0 2 3 1 2 2 3 2 2 2 4 2 2 0 0 2 3 2 4
189 PD3 PD Sylvestris 1500 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 2 0 0 1 2 0 1 2 0 0 0 0 0 1 0 0 0 0 14.11103833 13.5 10 60 61.19402985 81.59851301 38.80597015 18.40148699 0 0 439 99 0 538 230.2614456 30 8 12 3 4 5 8 0 0 0 0 0 0 0 0 2 3 3 5 1 2 1 1 6 9 4 6 0 0 2 3 2 3
190 PD30 PD Sylvestris 1350 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 2 0 1 0 0 0 0 30.00008088 23 0 1 18.78306878 40 59.78835979 49.94764398 21.42857143 9.947643979 382 477 95 955 198.8793604 90 6 10 3 5 3 5 0 0 1 2 1 2 0 0 2 3 2 4 1 3 1 1 4 6 1 1 0 0 2 3 3 6
191 PD31 PD Sylvestris 1350 0 0 0 0 0 0 0 1 2 0 0 1 0 0 0 1 0 0 2 1 0 1 0 0 0 0 1 0 1 0 0 0 0 26.75007212 24 95.493 20 2.346805737 9.142857143 61.79921773 68.14285714 35.85397653 22.71428571 64 477 159 700 216.3014871 30 9 11 4 5 5 6 0 0 1 1 1 1 0 0 1 1 4 5 1 2 1 1 7 8 5 6 0 0 1 1 3 4
192 PD32 PD Sylvestris 1350 0 0 0 0 0 0 0 1 2 0 0 1 0 0 0 1 0 0 1 1 0 0 4 0 0 0 1 0 1 0 0 0 0 37.5001011 20 0 30 26.01536773 57.14285714 36.5532382 28.57142857 37.43139407 14.28571429 764 382 191 1337 291.7573192 50 9 13 4 5 5 8 0 0 1 1 1 1 0 0 1 4 4 5 1 2 0 0 8 11 5 5 0 0 1 4 3 4
193 PD33 PD Sylvestris 1080 0 0 1 1 0 0 0 1 2 0 0 0 1 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 1 0 0 0 0 24.50006605 16 20 80 28.30188679 57.12682379 52.31560892 35.69023569 19.38250429 7.182940516 509 318 64 891 223.2420211 30 8 10 3 4 5 6 0 0 2 2 0 0 2 2 1 2 2 3 2 3 1 1 5 6 3 3 2 2 1 2 2 3
194 PD34 PD Sylvestris 1080 0 0 1 1 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 1 2 0 0 0 0 28.75007751 14 15.9155 90 27.81740371 55.91497227 49.07275321 35.30499076 23.10984308 8.780036969 605 382 95 1082 255.668405 20 8 11 4 6 4 5 0 0 2 2 0 0 2 2 2 3 2 3 1 2 3 3 4 6 2 3 2 2 2 3 2 3
195 PD4 PD Sylvestris 1500 0 0 1 2 0 0 0 0 3 0 0 0 0 0 0 0 0 0 1 1 0 1 4 0 0 0 1 1 2 0 0 0 0 28.00007549 18 20 45 36.14285714 72.2513089 17.85714286 13.87434555 46 13.87434555 828 159 159 1146 386.2473301 10 10 17 3 6 7 11 0 0 3 4 1 1 2 3 2 5 1 3 1 3 3 3 6 11 4 5 2 3 2 5 2 4
196 PD42 PD Sylvestris 1250 0 0 0 0 0 0 0 1 2 0 0 1 0 0 0 2 0 1 0 2 0 1 1 0 0 0 1 1 1 0 0 0 0 32.50008762 18 0 80 43.70677732 71.98492462 49.51590595 26.00502513 6.777316736 2.010050251 1146 414 32 1592 566.08951 30 11 14 5 6 6 8 0 0 1 1 1 1 0 0 2 2 4 6 2 3 2 2 7 9 6 8 0 0 2 2 3 4
197 PD43 PD Sylvestris 1250 0 0 0 0 0 0 0 1 3 0 0 0 1 0 0 0 0 2 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 33.50009032 16 0 80 28.98368883 47.3553719 71.01631117 52.6446281 0 0 573 637 0 1210 350.7596518 40 6 9 2 4 4 5 0 0 0 0 0 0 0 0 1 1 2 4 3 6 0 0 3 3 3 4 0 0 1 1 2 4
198 PD44 PD Sylvestris 1250 0 0 0 0 0 0 0 1 2 0 0 1 0 0 0 1 0 1 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 37.5001011 12 0 90 51.05590062 77.80548628 48.94409938 22.24438903 0 0 1560 446 0 2005 803.4832502 25 7 9 4 5 3 4 0 0 0 0 0 0 0 0 1 2 4 5 2 3 0 0 5 6 4 4 0 0 1 2 2 3
199 PD45 PD Sylvestris 1150 1 0 1 1 0 0 0 0 1 0 0 2 0 0 0 0 2 0 0 1 0 1 1 0 1 0 1 0 2 0 0 0 0 33.75009099 22 31.831 90 20.6088993 44.08502773 52.92740047 44.08502773 26.46370023 11.73752311 477 477 127 1082 202.0725942 30 12 15 4 6 8 9 0 0 4 4 2 2 2 2 2 2 2 3 3 4 2 2 7 9 5 8 2 2 3 3 2 2
200 PD46 PD Sylvestris 1150 0 0 1 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 1 0 1 1 1 1 0 1 0 1 0 0 0 0 24.0000647 18 20 90 18.98527005 47.98994975 44.02618658 35.92964824 36.98854337 15.95477387 382 286 127 796 128.7905276 30 13 13 3 3 10 10 0 0 4 4 2 2 2 2 3 3 3 3 2 2 2 2 9 9 5 5 2 2 4 4 2 2
201 PD47 PD Sylvestris 1150 0 0 1 1 0 0 0 0 2 0 0 0 0 0 0 1 1 0 0 1 0 0 2 1 1 0 1 0 1 0 0 0 0 24.0000647 18 10 90 15.18987342 43.44262295 38.60759494 34.83606557 46.20253165 21.72131148 318 255 159 732 80.06872048 45 11 13 2 3 9 10 0 0 4 4 2 2 2 2 2 3 2 3 2 3 1 1 8 9 4 4 2 2 3 4 2 3
202 PD48 PD Sylvestris 1750 0 0 0 1 0 0 0 0 2 0 0 1 0 0 0 0 0 0 1 0 0 1 2 0 0 0 2 0 1 0 0 1 0 30.25008155 20 31.831 60 17.9389313 43.76840039 57.12468193 43.76840039 24.93638677 12.46319921 446 446 127 1019 184.1747359 5 9 12 3 4 6 8 0 0 2 3 1 2 1 1 2 3 2 3 2 3 1 1 6 8 4 4 1 1 2 3 2 4
203 PD49 PD Sylvestris 1750 0 0 0 1 0 0 0 1 2 0 0 0 0 0 0 0 0 0 1 0 0 1 2 0 0 0 1 0 1 0 0 0 0 31.7500856 22 31.831 70 13.79310345 25.02805836 66.25615764 64.30976431 19.95073892 10.66217733 223 573 95 891 247.4429227 5 8 10 3 4 5 6 0 0 2 2 1 1 1 1 2 3 2 3 1 2 1 1 6 7 2 2 1 1 2 3 3 4
204 PD5 PD Sylvestris 1660 0 0 0 1 0 0 0 0 3 0 0 0 0 1 0 0 0 0 1 0 0 1 3 0 1 0 1 1 2 0 2 0 0 21.50005796 16 0 50 36.59043659 69.20289855 32.84823285 19.20289855 30.56133056 11.47342995 573 159 95 828 259.4789651 5 11 17 4 7 7 10 0 0 3 3 2 2 1 1 2 4 1 3 2 4 2 2 7 11 5 7 1 1 3 5 2 4
205 PD50 PD Sylvestris 1750 0 0 0 2 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 1 0 0 0 0 26.75007212 19 0 90 28.2208589 50.05611672 54.44785276 42.87317621 17.33128834 7.182940516 446 382 64 891 204.5906482 5 6 9 3 4 3 5 0 0 2 3 1 1 1 2 1 2 2 3 1 2 0 0 5 7 1 1 1 2 1 2 3 4
206 PD51 PD Sylvestris 1750 0 0 0 1 0 0 0 1 3 0 0 0 0 0 0 0 0 0 1 0 0 1 2 0 0 0 0 0 2 0 0 0 0 35.00009436 16 31.831 70 36.01789709 62.5 54.92170022 35.40575916 9.060402685 2.094240838 955 541 32 1528 462.3141068 3 7 11 3 6 4 5 0 0 1 1 0 0 1 1 2 3 2 4 1 3 1 1 5 7 2 3 1 1 2 3 2 4
207 PD6 PD Sylvestris 1760 0 0 1 1 0 0 0 1 2 0 0 0 0 0 0 1 0 0 1 0 0 1 1 0 0 0 1 0 1 0 0 0 0 26.0000701 20 40 60 37.37704918 66.72038678 54.59016393 30.78162772 8.032786885 2.578565673 828 382 32 1241 398.9636575 20 10 11 3 4 7 7 0 0 3 3 1 1 2 2 2 2 3 4 1 2 2 2 7 7 3 3 2 2 2 2 3 4
208 PD7 PD Sylvestris 1760 0 0 1 1 0 0 0 1 2 0 0 0 0 1 0 0 0 0 1 0 0 1 2 0 0 0 1 0 2 0 0 0 0 40.00010784 23 63.662 50 48.96313364 71.72495554 45.39170507 26.43746295 5.64516129 1.896858328 1210 446 32 1687 597.6029897 1 10 13 4 6 6 7 0 0 3 3 1 1 2 2 2 3 2 3 2 3 2 2 6 8 3 4 2 2 2 3 3 4
209 PD8 PD Sylvestris 1880 0 0 1 1 0 0 0 0 2 0 0 0 0 1 0 0 0 0 2 0 0 0 2 0 0 0 0 0 1 0 4 0 0 22.50006066 17 10 75 9.012131716 35.00784929 40.3812825 40.03139717 50.60658579 24.96075353 223 255 159 637 48.88080741 5 8 14 3 4 5 10 0 0 2 2 0 0 2 2 1 2 1 2 2 3 1 1 5 10 4 8 2 2 1 2 1 2
210 PD9 PD Sylvestris 1550 0 0 1 1 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 2 0 1 2 0 0 0 1 0 3 0 0 0 0 33.50009032 23 63.662 60 18.36027714 42.0661157 61.20092379 50 20.43879908 7.851239669 509 605 95 1210 271.0202944 20 8 15 2 7 6 8 0 0 3 3 1 1 2 2 2 3 1 4 1 4 2 2 5 9 2 5 2 2 2 3 2 5
211 PT1 PT Sylvestris 1020 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 2 0 0 1 1 1 1 0 0 1 0 0 0 0 0 0 11.00002966 16 5 90 5.83090379 45.42857143 28.27988338 27.14285714 65.88921283 27.14285714 159 95 95 350 36.95041723 20 8 10 2 3 6 7 0 0 1 1 1 1 0 0 3 3 2 3 2 3 1 1 5 6 2 3 0 0 3 3 3 4
212 PT10 PT Sylvestris 1550 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 2 0 0 0 0 0 0 0 0 0 0 4.888863672 16 0 30 47.06840391 65.79925651 52.93159609 34.20074349 0 0 354 184 0 538 177.0461333 0 6 7 2 2 4 5 0 0 1 1 0 0 1 1 2 3 2 2 1 1 1 1 4 5 1 1 1 1 2 3 2 2
213 PT11 PT Sylvestris 1550 0 0 0 1 0 0 0 1 3 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 1 0 0 0 0 12.55549079 16 30 70 47.90697674 65.00956023 52.09302326 35.18164436 0 0 340 184 0 523 170.1920484 1 6 9 3 5 3 4 0 0 1 1 0 0 1 1 1 2 2 4 1 3 0 0 5 6 2 2 1 1 1 2 2 4
214 PT12 PT Sylvestris 1320 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 0 8.75002359 20 5 95 11.16071429 28.69955157 38.39285714 42.60089686 50.44642857 28.69955157 64 95 64 223 17.89785834 35 7 7 3 3 4 4 0 0 1 1 1 1 0 0 1 1 3 3 1 1 2 2 4 4 4 4 0 0 1 1 2 2
215 PT13 PT Sylvestris 1320 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 2 0 1 0 1 0 0 0 0 0 0 17.75004785 16 10 95 11.42857143 24.95088409 67.03296703 62.47544204 21.53846154 12.57367387 127 318 64 509 132.2661458 20 7 8 2 2 5 6 0 0 2 2 2 2 0 0 2 3 1 1 2 2 1 1 4 5 2 2 0 0 3 4 2 2
216 PT14 PT Sylvestris 1340 0 0 0 1 0 1 0 0 2 0 0 0 0 0 0 1 0 0 0 1 0 1 2 0 0 0 0 0 2 0 0 1 0 13.00003505 12 0 95 4.733727811 7.729468599 95.26627219 92.2705314 0 0 32 382 0 414 211.9150773 30 9 12 2 4 6 7 1 1 1 1 0 0 1 1 2 3 2 3 3 4 1 1 5 7 5 6 1 1 2 3 1 2
217 PT15 PT Sylvestris 1340 0 0 0 1 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 16.25004381 15 0 95 27.15053763 49.91273997 59.67741935 44.5026178 13.17204301 5.584642234 286 255 32 573 138.567673 35 7 7 2 2 4 4 1 1 1 1 0 0 1 1 2 2 2 2 2 2 1 1 4 4 3 3 1 1 2 2 1 1
218 PT16 PT Sylvestris 1425 0 0 0 1 0 1 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 7.22218497 20 0 10 100 100 0 0 0 0 1118 0 0 1118 645.477601 70 6 8 3 4 2 3 1 1 1 1 0 0 1 1 1 2 1 2 3 4 0 0 3 4 3 3 1 1 1 2 1 2
219 PT17 PT Sylvestris 1425 0 0 0 0 0 1 0 0 2 0 0 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 1 0 1 1 0 13.4443751 20 0 30 78.26086957 86.79245283 21.73913043 13.44339623 0 0 368 57 0 424 198.0715359 60 9 10 3 4 5 5 1 1 0 0 0 0 0 0 2 2 2 3 3 4 1 1 5 5 6 6 0 0 2 2 1 2
220 PT18 PT Sylvestris 1425 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 10.66661165 22 0 20 57.23172628 76.54135338 42.76827372 23.45864662 0 0 509 156 0 665 260.7764049 80 4 5 1 1 3 4 0 0 0 0 0 0 0 0 1 2 2 2 1 1 0 0 3 4 2 2 0 0 1 2 1 1
221 PT19 PT Sylvestris 1750 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 1 1 0 0 0 1 0 1 0 0 0 0 12.88882241 18 20 60 30.67173638 43.21223709 69.32826362 56.78776291 0 0 226 297 0 523 155.0945948 10 6 7 2 2 4 5 0 0 1 1 1 1 0 0 2 2 1 1 1 1 1 1 4 5 2 3 0 0 2 2 2 2
222 PT2 PT Sylvestris 1040 0 0 0 0 0 0 0 2 2 0 0 1 1 0 0 2 0 2 0 1 1 1 0 1 0 0 0 0 1 0 0 0 0 9.000024264 16 0 90 19.46902655 61.5942029 58.84955752 30.6763285 21.68141593 7.729468599 255 127 32 414 111.9062107 30 11 15 4 6 7 9 0 0 0 0 0 0 0 0 2 2 4 7 3 5 1 1 7 9 7 9 0 0 2 2 2 4
223 PT20 PT Sylvestris 1750 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 2 0 0 2 2 0 0 0 0 0 0 0 0 0 0 3.999979368 16 0 50 63.73333333 78.46153846 36.26666667 21.84615385 0 0 255 71 0 325 131.6067374 40 5 8 2 2 3 6 0 0 0 0 0 0 0 0 2 4 2 2 1 1 1 2 3 5 1 2 0 0 2 4 2 2
224 PT21 PT Sylvestris 1020 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 2 0 0 1 1 1 1 0 0 1 0 1 0 0 0 0 12.41670014 16.5 5 85 21.31228416 62.47464503 32.41243217 22.51521298 46.27528367 15.01014199 308 111 74 493 125.7868568 17 9 11 3 4 6 7 0 0 1 1 1 1 0 0 3 3 2 3 2 3 1 1 6 7 3 4 0 0 3 3 3 4
225 PT22 PT Sylvestris 1040 0 0 0 0 0 0 0 2 2 0 0 1 1 0 0 2 0 2 0 1 1 1 1 1 0 0 0 0 1 0 0 0 0 12.12503269 16.5 0 85 24.03343783 64.63654224 36.20689655 22.98624754 39.75966562 12.57367387 329 117 64 509 140.2248195 25 12 16 4 6 8 10 0 0 0 0 0 0 0 0 3 3 4 7 3 5 1 1 8 10 7 9 0 0 3 3 2 4
226 PT23 PT Sylvestris 1100 0 0 0 0 0 0 0 2 1 0 0 1 0 1 0 2 0 2 0 0 0 0 1 0 0 0 1 1 1 0 2 0 0 13.25003572 20 5 85 28.42904604 72.26624406 27.76459421 16.00633914 43.80635975 11.7274168 456 101 74 631 213.1814564 50 11 15 6 7 5 8 0 0 1 1 1 1 0 0 1 1 4 6 3 4 1 1 7 10 7 10 0 0 1 1 3 4
227 PT24 PT Sylvestris 1050 1 0 0 1 0 1 0 0 2 0 0 0 0 0 0 1 1 1 0 1 1 0 1 0 1 0 0 1 2 0 0 0 0 12.41670014 14.5 5 65 23.51447435 63.48884381 32.09751143 21.5010142 44.38801422 15.01014199 313 106 74 493 129.7394826 60 13 15 4 6 8 8 1 1 2 2 1 1 1 1 1 1 2 3 5 6 1 1 7 8 9 10 1 1 2 2 1 2
228 PT25 PT Sylvestris 1070 0 0 0 1 0 0 0 2 3 0 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 0 1 0 1 0 0 0 0 12.25003303 16 20 75 29.04392765 65.38461538 40.98191214 26.53846154 29.97416021 8.076923077 340 138 42 520 152.1096096 60 10 13 3 6 7 7 0 0 2 2 1 1 1 1 1 1 3 6 3 5 0 0 7 8 5 5 1 1 1 1 3 6
229 PT26 PT Sylvestris 1020 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 2 0 1 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 15.56254196 19 5 85 13.97350993 31.28078818 46.09271523 45.07389163 39.93377483 23.39901478 127 183 95 406 44.5421149 17 8 9 2 2 6 7 0 0 1 1 1 1 0 0 2 2 3 4 2 2 1 1 5 6 4 5 0 0 2 2 2 2
230 PT27 PT Sylvestris 1080 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 17.12504617 16 2.5 85 10.23990638 23.95348837 47.8642481 50 41.89584552 25.81395349 103 215 111 430 62.48199741 17 10 10 4 4 5 5 1 1 1 1 0 0 1 1 2 2 3 3 4 4 2 2 4 4 6 6 1 1 2 2 1 1
231 PT28 PT Sylvestris 1080 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 2 1 0 0 1 0 1 2 0 0 0 1 1 0 0 0 0 0 16.75004516 15 0 75 8.946700508 21.8579235 34.13705584 39.07103825 56.91624365 39.07103825 80 143 143 366 36.37306696 35 9 12 3 4 6 8 0 0 1 1 1 1 0 0 2 3 3 5 2 3 2 2 5 7 4 5 0 0 2 3 3 4
232 PT29 PT Sylvestris 1550 0 0 0 1 0 0 0 1 3 0 0 1 0 0 0 0 0 0 1 0 0 1 2 0 0 0 1 0 1 0 0 0 0 14.00003774 16 10 70 37.89808917 68.76227898 30.89171975 18.66404715 31.21019108 12.57367387 350 95 64 509 156.9405408 5 9 12 4 6 5 6 0 0 2 2 1 1 1 1 2 3 3 5 1 3 1 1 7 8 3 3 1 1 2 3 3 5
233 PT3 PT Sylvestris 1100 0 0 0 0 0 0 0 2 1 0 0 1 0 0 0 2 0 1 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0 13.5000364 18 5 90 38.38120104 85.21536671 6.527415144 3.725261932 55.09138381 11.05937136 732 32 95 859 387.2419571 60 9 11 4 5 5 6 0 0 1 1 1 1 0 0 1 1 4 6 2 2 0 0 7 9 5 6 0 0 1 1 3 4
234 PT30 PT Sylvestris 1550 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 2 0 0 1 2 0 0 0 0 0 0 0 0 0 0 5.999969052 15.5 0 30 47.06840391 65.79925651 52.93159609 34.20074349 0 0 354 184 0 538 177.0461333 0 7 9 3 3 4 6 0 0 1 1 0 0 1 1 2 3 2 2 2 2 1 1 4 6 2 3 1 1 2 3 2 2
235 PT31 PT Sylvestris 1550 0 0 0 1 0 0 0 1 3 0 0 0 0 0 0 0 0 0 1 0 0 1 2 0 0 0 0 0 1 0 0 0 0 12.55549079 15 30 70 47.90697674 65.00956023 52.09302326 35.18164436 0 0 340 184 0 523 170.1920484 1 7 10 3 5 4 5 0 0 1 1 0 0 1 1 2 3 2 4 1 3 1 1 5 6 2 2 1 1 2 3 2 4
236 PT32 PT Sylvestris 1320 0 0 0 1 0 0 0 0 2 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 0 12.3500333 19 5 95 14.24853611 31.68044077 58.29538061 54.26997245 27.45608328 14.04958678 115 197 51 363 73.18469785 35 8 9 4 5 4 4 0 0 2 2 1 1 1 1 0 0 3 4 1 2 1 1 6 6 5 5 1 1 0 0 2 3
237 PT33 PT Sylvestris 1320 0 0 0 1 0 0 1 0 2 0 0 1 0 0 0 0 0 0 1 0 0 1 1 0 1 0 1 0 0 0 0 0 0 14.10003801 16 10 95 13.47356453 29.22705314 63.3882888 58.45410628 23.13814667 12.31884058 121 242 51 414 96.62815325 20 9 10 3 4 6 6 0 0 3 3 2 2 1 1 2 2 2 3 2 3 1 1 6 6 3 3 1 1 3 3 2 3
238 PT34 PT Sylvestris 1340 0 0 0 1 0 1 0 1 2 0 0 0 0 0 0 1 0 0 0 1 0 1 2 0 0 0 0 0 2 0 0 0 0 14.00003774 12 0 95 17.41826381 37.79193206 62.40135287 52.65392781 20.18038331 9.554140127 178 248 45 471 103.116439 30 9 12 3 5 5 6 1 1 1 1 0 0 1 1 2 3 3 4 2 3 1 1 6 8 4 5 1 1 2 3 2 3
239 PT35 PT Sylvestris 1340 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 13.75003707 15 0 95 16.61667666 34.76190476 61.90761848 54.52380952 21.47570486 10.71428571 146 229 45 420 92.14662229 35 7 7 2 2 4 4 1 1 1 1 0 0 1 1 2 2 2 2 1 1 1 1 5 5 3 3 1 1 2 2 1 1
240 PT36 PT Sylvestris 1425 0 0 0 1 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 28.3750765 20 0 10 84.9458049 93.63636364 15.0541951 6.363636364 0 0 1751 119 0 1870 978.3988621 70 5 7 3 4 2 3 0 0 1 1 0 0 1 1 1 2 1 2 2 3 0 0 3 4 2 2 1 1 1 2 1 2
241 PT37 PT Sylvestris 1425 0 0 0 0 0 1 0 0 3 0 0 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 2 0 1 0 0 26.81257229 20 0 30 78.9543642 89.7972973 21.0456358 10.2027027 0 0 1329 151 0 1480 727.636127 60 8 11 3 6 4 4 1 1 0 0 0 0 0 0 2 2 2 4 2 4 1 1 5 6 5 6 0 0 2 2 1 3
242 PT38 PT Sylvestris 1425 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 1 0 0 0 2 0 0 0 0 0 1 0 0 0 1 28.06257566 21 0 20 73.36065574 87.24458204 26.63934426 12.81733746 0 0 1409 207 0 1615 760.8037417 95 6 8 2 3 3 4 1 1 0 0 0 0 0 0 1 2 2 3 2 3 0 0 4 5 4 4 0 0 1 2 1 2
243 PT39 PT Sylvestris 1750 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 1 0 0 0 0 0 1 0 0 0 0 16.62954385 19 20 60 41.7889257 56.03960396 58.2110743 43.96039604 0 0 283 222 0 505 148.937347 10 4 5 1 1 3 4 0 0 0 0 0 0 0 0 2 2 0 0 0 0 1 1 3 4 2 3 0 0 2 2 0 0
244 PT4 PT Sylvestris 1050 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 1 1 0 1 1 0 1 0 1 0 0 1 1 0 0 0 0 11.00002966 15 5 70 17.89473684 54.57142857 25.26315789 18.28571429 56.84210526 27.14285714 191 64 95 350 66.21429856 65 11 12 4 5 7 7 0 0 1 1 1 1 0 0 1 1 2 3 4 5 1 1 6 6 8 8 0 0 2 2 1 2
245 PT40 PT Sylvestris 1750 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1.629621224 15.5 0 50 51.79517363 66.51480638 48.20482637 33.25740319 0 0 292 146 0 439 146 40 5 6 2 2 3 4 0 0 0 0 0 0 0 0 2 2 2 2 1 1 1 1 3 4 1 2 0 0 2 2 2 2
246 PT5 PT Sylvestris 1070 0 0 0 1 0 0 0 1 3 0 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 0 1 0 1 0 0 0 0 19.00005122 16 20 80 33.55704698 54.94505495 52.12527964 40.03139717 14.31767338 5.023547881 350 255 32 637 163.2370464 65 10 12 3 5 7 7 0 0 2 2 1 1 1 1 1 1 3 5 3 5 0 0 7 7 5 5 1 1 1 1 3 5
247 PT6 PT Sylvestris 1020 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 12.75003437 18 5 90 24.91909385 46.1352657 59.22330097 46.1352657 15.85760518 7.729468599 191 191 32 414 91.7986928 20 8 8 2 2 6 6 0 0 1 1 1 1 0 0 2 2 3 3 2 2 1 1 5 5 4 4 0 0 2 2 2 2
248 PT7 PT Sylvestris 1080 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 2 5.666637438 15 2.5 90 8.070866142 18.5840708 60.03937008 62.38938053 31.88976378 18.5840708 42 141 42 226 57.15767665 20 10 11 4 4 5 5 1 2 1 1 0 0 1 1 2 2 3 3 4 5 2 2 4 4 6 7 1 1 2 2 1 1
249 PT8 PT Sylvestris 1080 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 2 1 0 0 1 0 1 2 0 0 0 1 1 0 0 0 0 0 8.444400888 16 0 80 4.166666667 11.02362205 6.510416667 11.02362205 89.32291667 77.95275591 14 14 99 127 49.07477288 40 9 11 3 3 6 8 0 0 1 1 1 1 0 0 2 3 3 4 2 2 2 2 5 7 4 5 0 0 2 3 3 3
250 PT9 PT Sylvestris 1550 0 0 0 1 0 0 0 1 3 0 0 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 14.00003774 16 0 70 37.89808917 68.76227898 30.89171975 18.66404715 31.21019108 12.57367387 350 95 64 509 156.9405408 5 7 9 3 5 4 4 0 0 1 1 0 0 1 1 2 2 3 5 1 3 1 1 5 5 2 2 1 1 2 2 2 4
