Especie	Lloc	CODI	Parcela	ME	Comarca	X	Y	
Pinus_uncinata	Lles	LESFM11.1	1	FM	Cerdanya	391767	4698256	
Pinus_uncinata	Lles	LESFM11.1	2	FM	Cerdanya	391705	4698316	
Pinus_uncinata	Lles	LESFM11.1	3	FM	Cerdanya	391679	4698384	
Pinus_uncinata	Lles	LESFM91.1	1	FM	Cerdanya	391088	4698831	
Pinus_uncinata	Lles	LESFM91.1	2	FM	Cerdanya	391194	4698818	
Pinus_uncinata	Lles	LESFM91.1	3	FM	Cerdanya	391292	4698853	
Pinus_uncinata	Lles	LESFM91.1	4	FM	Cerdanya	391201	4698778	
Pinus_uncinata	Lles	LESFM91.2	1	FM	Cerdanya	390840	4699074	
Pinus_uncinata	Lles	LESFM91.2	2	FM	Cerdanya	390882	4698981	
Pinus_uncinata	Lles	LESFM91.2	3	FM	Cerdanya	390946	4698922	
Pinus_uncinata	Lles	LESFM91.2	4	FM	Cerdanya	390841	4698946	
Pinus_uncinata	Lles	LESFM11.2	1	FM	Cerdanya	391860	4697999	
Pinus_uncinata	Lles	LESFM11.2	2	FM	Cerdanya	391873	4697919	
Pinus_uncinata	Lles	LESFM11.2	3	FM	Cerdanya	391877	4697835	
Pinus_uncinata	Lles	LESFM53.1	1	FM	Cerdanya	390985	4698483	
Pinus_uncinata	Lles	LESFM53.1	2	FM	Cerdanya	390928	4698487	
Pinus_uncinata	Lles	LESFM53.1	3	FM	Cerdanya	390842	4698520	
Pinus_uncinata	Lles	LESFM00.1	1	FM	Cerdanya	389924	4698094	
Pinus_uncinata	Lles	LESFM00.1	2	FM	Cerdanya	390012	4698022	
Pinus_uncinata	Lles	LESFM00.1	3	FM	Cerdanya	390061	4697962	
Pinus_uncinata	Lles	LESFM00.1	4	FM	Cerdanya	389960	4697992	
Pinus_uncinata	Planoles	PLAFM9a.1	1	FM	Ripollès	430072	4686494	
Pinus_uncinata	Planoles	PLAFM9a.1	2	FM	Ripollès	430069	4686399	
Pinus_uncinata	Planoles	PLAFM9a.1	3	FM	Ripollès	430065	4686323	
Pinus_uncinata	Planoles	PLAFM13.2	1	FM	Ripollès	428034	4687063	
Pinus_uncinata	Planoles	PLAFM13.2	2	FM	Ripollès	427987	4687130	
Pinus_uncinata	Planoles	PLAFM13.2	3	FM	Ripollès	427937	4687191	
Pinus_uncinata	Planoles	PLATF16c.1	1	TF	Ripollès	429779	4686638	
Pinus_uncinata	Planoles	PLATF16c.1	2	TF	Ripollès	429815	4686567	
Pinus_uncinata	Planoles	PLATF16c.1	3	TF	Ripollès	429768	4686496	
Pinus_uncinata	Planoles	PLATF16c.2	1	TF	Ripollès	429685	4686813	
Pinus_uncinata	Planoles	PLATF16c.2	2	TF	Ripollès	429700	4686738	
Pinus_uncinata	Planoles	PLATF16c.2	3	TF	Ripollès	429689	4686665	
Pinus_uncinata	Planoles	PLATF18b.1	1	TF	Ripollès	428845	4686777	
Pinus_uncinata	Planoles	PLATF18b.1	2	TF	Ripollès	428766	4686801	
Pinus_uncinata	Planoles	PLATF18b.1	3	TF	Ripollès	428303	4686859	
